arCOG_name	locus_tag	E-value	score	arCOG_familiy	Gene_name	Description	HVO
arCOG02948	WP_004044366.1	2.4E-155	515.8	G	AmyA	Glycosidase	HVO_0567
arCOG02948	WP_049941505.1	2.3E-156	519.2	G	AmyA	Glycosidase	HVO_1710
arCOG02957	WP_004044487.1	4.9E-14	49.9	U	SBH1	Preprotein translocase subunit Sec61beta	HVO_0437
arCOG02959	WP_004044100.1	1.9E-150	499.9	O	Iap	Zn-dependent amino- or carboxypeptidase, M28 family	HVO_0836
arCOG02959	WP_004041731.1	2.9E-134	446.5	O	Iap	Zn-dependent amino- or carboxypeptidase, M28 family	HVO_1849
arCOG02963	WP_004043729.1	1.1E-80	270.1	N	FlaD	Archaellum protein D/E	HVO_1213
arCOG02964	WP_004043741.1	3.3E-20	70.8	N	FlaD	Archaellum protein D/E	HVO_1200
arCOG02964	WP_004043738.1	1.3E-40	137.8	N	FlaD	Archaellum protein D/E	HVO_1203
arCOG02971	WP_004041366.1	1.4E-67	226.5	S	-	HEAT repeats containing protein	HVO_B0169
arCOG02976	WP_004041702.1	1.1E-95	316.5	S	-	Uncharacterized protein	HVO_1819
arCOG02977	WP_004041701.1	5.6E-51	170.4	S	-	Uncharacterized protein	HVO_1818
arCOG02977	WP_004044308.1	1.9E-46	155.7	S	-	Uncharacterized protein	HVO_0626
arCOG02978	WP_004045079.1	5.8E-53	176.9	S	-	Uncharacterized protein	HVO_0056
arCOG02979	WP_004041697.1	1.4E-118	393.2	E	-	Peptidase family M23	HVO_1814
arCOG02980	WP_004041691.1	3E-155	515.1	S	-	Uncharacterized protein	HVO_1808
arCOG02980	WP_004041689.1	2.5E-164	545	S	-	Uncharacterized protein	HVO_1806
arCOG02981	WP_004044581.1	8.2E-42	140.5	N	-	Predicted pilin/flagellin	HVO_0340
arCOG02984	WP_004040969.1	1.9E-34	115.2	K	CspC	Cold shock protein, CspA family	HVO_A0615
arCOG02984	WP_004043709.1	1.7E-34	115.4	K	CspC	Cold shock protein, CspA family	HVO_1233
arCOG02984	WP_004057909.1	2.5E-39	130.8	K	CspC	Cold shock protein, CspA family	HVO_0497
arCOG02984	WP_004057907.1	2.2E-39	131.1	K	CspC	Cold shock protein, CspA family	HVO_0498
arCOG02984	WP_004041873.1	8E-38	126	K	CspC	Cold shock protein, CspA family	HVO_1992
arCOG02985	WP_004044516.1	4E-100	332.8	T	-	Protease prsW family, M79 MEROPS family	HVO_0408
arCOG02986	WP_004045332.1	1.3E-63	211.7	H	BioY	Biotin transporter BioY	HVO_0218
arCOG02987	WP_004041611.1	1.7E-32	109.6	C	Fdx	Ferredoxin	HVO_1721
arCOG02987	WP_004043695.1	2.4E-34	115.5	C	Fdx	Ferredoxin	HVO_1246
arCOG02989	WP_004045310.1	1.2E-25	87.3	L	HHT1	Histones H3 and H4	HVO_0196
arCOG02989	WP_004043415.1	9.7E-24	81.2	L	HHT1	Histones H3 and H4	HVO_A0023
arCOG02994	WP_004044638.1	2.5E-35	118.9	S	-	Cupin domain containing protein	HVO_0284
arCOG02996	WP_004042019.1	7.3E-20	68.6	R	-	Cupin domain containing protein	HVO_2137
arCOG02998	WP_004040882.1	5.1E-22	76	S	-	Cupin domain containing protein	HVO_A0532
arCOG02998	WP_004044844.1	6.3E-35	117.7	S	-	Cupin domain containing protein	HVO_2974
arCOG02998	WP_004043907.1	2.9E-15	54.1	S	-	Cupin domain containing protein	HVO_1036
arCOG02998	WP_004043288.1	7.4E-14	49.6	S	-	Cupin domain containing protein	HVO_A0387
arCOG02999	WP_004042655.1	9.5E-35	117	S	-	Cupin domain containing protein	HVO_2585
arCOG03000	WP_013035107.1	1E-65	218.7	Q	-	Gentisate 1,2-dioxygenase	HVO_A0090
arCOG03003	WP_004041311.1	7.1E-32	107.7	G	-	Cupin domain containing protein	HVO_B0224
arCOG03003	WP_004041189.1	9.9E-11	39.3	G	-	Cupin domain containing protein	HVO_B0352
arCOG03006	WP_004041476.1	3.1E-38	128.1	S	-	Uncharacterized protein, contains double-stranded beta-helix domain	HVO_1588
arCOG03011	WP_004044482.1	7.2E-22	75.4	S	-	Uncharacterized protein	HVO_0442
arCOG03013	WP_013035269.1	2.5E-52	176.3	L	PRI2	Eukaryotic-type DNA primase, large subunit	HVO_0173
arCOG03015	WP_004044358.1	1.1E-39	134.3	R	-	Uncharacterized protein YbjT, contains NAD(P)-binding and DUF2867 domains	HVO_0575
arCOG03015	WP_013035592.1	6E-106	351.9	R	-	Uncharacterized protein YbjT, contains NAD(P)-binding and DUF2867 domains	HVO_2205
arCOG03015	WP_004045172.1	4.2E-123	408.2	R	-	Uncharacterized protein YbjT, contains NAD(P)-binding and DUF2867 domains	HVO_0096
arCOG03017	WP_004041980.1	7.7E-57	190.1	R	-	Uncharacterized protein YbjT, contains NAD(P)-binding and DUF2867 domains	HVO_2096
arCOG03017	WP_004042251.1	6E-75	249.4	R	-	Uncharacterized protein YbjT, contains NAD(P)-binding and DUF2867 domains	HVO_2362
arCOG03019	WP_004044069.1	1.2E-147	489.3	M	WcaG	Nucleoside-diphosphate-sugar epimerase	HVO_0868
arCOG03020	WP_004042021.1	9.2E-25	84.8	S	-	Uncharacterized protein	HVO_2139
arCOG03020	WP_004045161.1	3.9E-27	92.5	S	-	Uncharacterized protein	HVO_0092
arCOG03020	WP_004043553.1	2.4E-16	57.7	S	-	Uncharacterized protein	HVO_1386
arCOG03022	WP_004041104.1	4.6E-274	910	H	CobN	Cobalamin biosynthesis protein CobN or related Mg-chelatase	HVO_B0050
arCOG03026	WP_004045112.1	2E-52	174.3	O	NifU	Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain	HVO_0070
arCOG03026	WP_004043595.1	5.9E-38	127.6	O	NifU	Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain	HVO_1343
arCOG03027	WP_004058105.1	1E-60	200.8	O	NifU	Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain	---
arCOG03029	WP_004045114.1	7.8E-34	115.1	S	-	Uncharacterized protein	HVO_0071
arCOG03031	WP_004041753.1	5.1E-229	759.7	R	YwfI	Chlorite dismutase	HVO_1871
arCOG03050	WP_013035027.1	2.4E-32	110.3	T	UspA	Nucleotide-binding protein, UspA family	HVO_A0086
arCOG03050	WP_004042227.1	5.5E-40	135.1	T	UspA	Nucleotide-binding protein, UspA family	HVO_2337
arCOG03050	WP_004041197.1	8.7E-29	98.8	T	UspA	Nucleotide-binding protein, UspA family	HVO_B0344
arCOG03050	WP_004044522.1	6.4E-47	157.6	T	UspA	Nucleotide-binding protein, UspA family	HVO_0401
arCOG03050	WP_004044034.1	3.7E-43	145.4	T	UspA	Nucleotide-binding protein, UspA family	HVO_0904
arCOG03050	WP_004041060.1	1.9E-27	94.4	T	UspA	Nucleotide-binding protein, UspA family	HVO_B0095
arCOG03050	WP_004044322.1	2.9E-32	110.1	T	UspA	Nucleotide-binding protein, UspA family	HVO_0612
arCOG03051	WP_004042535.1	5.8E-26	89.6	T	UspA	Nucleotide-binding protein, UspA family	HVO_2534
arCOG03052	WP_004044616.1	1.9E-116	387.4	N	-	Secreted protein, component of type IV pili like system	HVO_0307
arCOG03052	WP_004042076.1	0.0065	13.5	N	-	Secreted protein, component of type IV pili like system	HVO_2184
arCOG03053	WP_004041825.1	4.2E-57	192.2	N	-	Potential component of type IV pili like system	HVO_1945
arCOG03054	WP_004041854.1	6.2E-107	354.9	U	SecF	Preprotein translocase subunit SecF	HVO_1975
arCOG03054	WP_004041855.1	0.0000001	29.3	U	SecF	Preprotein translocase subunit SecF	HVO_1976
arCOG03058	WP_013035308.1	1.7E-69	231.9	I	PgpB	Membrane-associated phospholipid phosphatase	HVO_0238
arCOG03059	WP_049914822.1	5.4E-76	252.4	V	FxsA	Protein affecting phage T7 exclusion by the F plasmid	HVO_2351
arCOG03060	WP_004041481.1	2E-278	922.5	O	DnaK	Chaperone DnaK (HSP70)	HVO_1590
arCOG03063	WP_013035255.1	8.1E-60	198.6	S	-	Uncharacterized protein	HVO_2347
arCOG03065	WP_004043232.1	1.3E-41	139	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_A0317
arCOG03065	WP_004044428.1	2.7E-24	83.2	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_0493
arCOG03065	WP_004044657.1	1.2E-30	103.7	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_2839
arCOG03065	WP_004041341.1	3.6E-41	137.6	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_B0193
arCOG03065	WP_004040950.1	4.4E-32	108.3	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_A0593
arCOG03065	WP_004043402.1	2E-40	135.2	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_A0036
arCOG03065	WP_004043868.1	3.1E-29	99.1	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_1070
arCOG03065	WP_004044433.1	2.8E-23	79.9	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_0488
arCOG03067	WP_004043733.1	1.4E-26	90.3	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_1209
arCOG03067	WP_004043983.1	1.2E-26	90.4	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_0962
arCOG03067	WP_004043821.1	5E-23	78.8	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_1116
arCOG03067	WP_004045280.1	1.7E-17	61	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_0166
arCOG03067	WP_049914811.1	2.3E-19	67	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_2152
arCOG03068	WP_004042496.1	5E-253	837.8	G	GpmI	Phosphoglyceromutase	HVO_2516
arCOG03070	WP_004041912.1	3.5E-46	154.1	S	-	Predicted membrane protein, DoxD family	HVO_2027
arCOG03070	WP_004043530.1	9E-49	162.5	S	-	Predicted membrane protein, DoxD family	HVO_1408
arCOG03072	WP_004043872.1	6.9E-29	97.8	P	MnhC	Multisubunit Na+/H+ antiporter, MnhC subunit	HVO_1067
arCOG03073	WP_004043958.1	4.4E-44	146	C	NuoK	NADH dehydrogenase subunit 4L (K,kappa)	HVO_0985
arCOG03079	WP_004043870.1	3.7E-24	83.1	P	MnhB	Multisubunit Na+/H+ antiporter, MnhB subunit	HVO_1068
arCOG03082	WP_004043878.1	2.9E-41	137.6	P	MnhG	Multisubunit Na+/H+ antiporter, MnhG subunit	HVO_1063
arCOG03085	WP_004041162.1	0.00051	17.3	T	-	Histidine kinase, HisKA_3 family	HVO_B0372
arCOG03087	WP_013035318.1	3.9E-33	111.4	V	-	Toxic component of toxin-antitoxin system, dsRBD-like fold, HicA family	HVO_0266
arCOG03087	WP_013035697.1	2.2E-33	112.2	V	-	Toxic component of toxin-antitoxin system, dsRBD-like fold, HicA family	HVO_C0006
arCOG03095	WP_004044182.1	1.8E-134	445.3	M	WcaG	Nucleoside-diphosphate-sugar epimerase	HVO_0755
arCOG03097	WP_004044195.1	3.7E-52	173.6	S	-	Uncharacterized protein	HVO_0742
arCOG03099	WP_004043876.1	3.6E-48	162.1	P	MnhE	Multisubunit Na+/H+ antiporter, MnhE subunit	HVO_1065
arCOG03101	WP_004040824.1	2.4E-93	308.9	E	GloA	Lactoylglutathione lyase or related enzyme	HVO_A0470
arCOG03101	WP_004044362.1	8.9E-34	114.9	E	GloA	Lactoylglutathione lyase or related enzyme	HVO_0571
arCOG03101	WP_004042798.1	7.7E-108	356.1	E	GloA	Lactoylglutathione lyase or related enzyme	HVO_2662
arCOG03103	WP_004042326.1	1.8E-53	179.6	H	CtaA	Heme A synthase	HVO_2433
arCOG03104	WP_004041784.1	8.2E-132	436.8	S	-	Uncharacterized protein	HVO_1903
arCOG03105	WP_004043549.1	3.4E-124	412.3	S	-	Uncharacterized protein	HVO_1390
arCOG03106	WP_004040932.1	1.1E-25	87.9	R	-	Ketosteroid isomerase-related protein	HVO_A0574
arCOG03106	WP_004041801.1	1.4E-36	122.9	R	-	Ketosteroid isomerase-related protein	HVO_1922
arCOG03107	WP_004044868.1	6.1E-89	294.6	S	-	Uncharacterized protein, YigZ/IMPACT family	HVO_2983
arCOG03110	WP_004043299.1	8.4E-115	381.4	K	-	Predicted transciptional regulator, contains Fic and DeoR-like domains	HVO_A0401
arCOG03113	WP_004044291.1	9.2E-39	130.5	S	-	Uncharacterized protein	HVO_0645
arCOG03116	WP_004044419.1	6.6E-62	205.8	S	-	Uncharacterized membrane protein	HVO_0504
arCOG03118	WP_004044012.1	3.3E-39	132.4	S	-	Membrane protein DedA family	HVO_0934
arCOG03118	WP_004041331.1	1.3E-34	117.5	S	-	Membrane protein DedA family	HVO_B0204
arCOG03118	WP_004041848.1	2.6E-41	139.3	S	-	Membrane protein DedA family	HVO_1969
arCOG03118	WP_004044126.1	1.6E-43	146.5	S	-	Membrane protein DedA family	HVO_0810
arCOG03118	WP_004043393.1	2.4E-45	152.4	S	-	Membrane protein DedA family	HVO_A0046
arCOG03121	WP_004043877.1	2.3E-29	98.9	P	MnhF	Multisubunit Na+/H+ antiporter, MnhF subunit	HVO_1064
arCOG03128	WP_004041901.1	4.5E-58	195.5	S	-	Pentapeptide repeats containing protein	HVO_2017
arCOG03128	WP_004041187.1	2.7E-122	407.4	S	-	Pentapeptide repeats containing protein	HVO_B0354
arCOG03129	WP_004043770.1	4E-98	326.1	L	-	Predicted GIY-YIG superfamily nuclease with N-terminal metal-binding region, DUF2797 family	HVO_1171
arCOG03130	WP_004041507.1	0.0025	15.4	L	-	Predicted exonuclease, contains RNaseH-like domain	HVO_1615
arCOG03131	WP_004043366.1	1.5E-47	160.3	L	-	Predicted DNA repair protein, contains HHH and RNaseH-like domain	HVO_A0069
arCOG03142	WP_004042271.1	1E-64	215.9	L	-	Nuclease of RNase H fold, RuvC/YqgF family	HVO_2382
arCOG03143	WP_004044634.1	4.7E-41	138.2	K	-	C-terminal domain of Eta helicase	HVO_0289
arCOG03147	WP_004045095.1	0	1533.8	L	-	Intein/homing endonuclease	HVO_0065
arCOG03159	WP_004042296.1	4.3E-23	79.3	P	CbiM	ABC-type Co2+ transport system, permease component	HVO_2407
arCOG03162	WP_049914834.1	1.5E-39	134.2	X	PinR	Site-specific recombinase, DNA invertase Pin homolog	HVO_1834
arCOG03166	WP_013035011.1	5.6E-92	306.9	V	-	AAA+ superfamily ATPase fused to HTH and RecB nuclease domains	HVO_A0254
arCOG03182	WP_004041612.1	2E-90	299.8	K	MarR	Transcriptional regulator, MarR family	HVO_1723
arCOG03185	WP_004043122.1	1E-140	468	S	-	Uncharacterized membrane protein	HVO_A0198
arCOG03192	WP_004043458.1	7.1E-49	163.7	L	-	Endonuclease YncB, thermonuclease family	HVO_1477
arCOG03194	WP_013035710.1	4.9E-156	518.9	S	-	Uncharacterized protein, contains Zn finger domain of DUF1998 family	HVO_C0043
arCOG03214	WP_004044747.1	1.1E-186	617.8	F	ThyA	Thymidylate synthase	HVO_2918
arCOG03232	WP_004044422.1	1.5E-30	103.7	S	-	VanZ like family protein	HVO_0501
arCOG03285	WP_049914837.1	7.6E-82	273.9	G	SGA1	Glycosyl hydrolase family 15	HVO_A0149
arCOG03285	WP_004041601.1	7.2E-243	805.9	G	SGA1	Glycosyl hydrolase family 15	HVO_1711
arCOG03285	WP_004044367.1	1.8E-100	335.4	G	SGA1	Glycosyl hydrolase family 15	HVO_0566
arCOG03293	WP_004044310.1	3.9E-28	95.6	S	XynA	Uncharacterized membrane protein	HVO_0624
arCOG03295	WP_004043031.1	3.6E-41	137.9	S	-	Membrane protein containing Zn-ribbon domain	HVO_2787
arCOG03295	WP_004040892.1	2.2E-36	122.4	S	-	Membrane protein containing Zn-ribbon domain	HVO_A0543
arCOG03295	WP_004044143.1	5.2E-33	111.5	S	-	Membrane protein containing Zn-ribbon domain	HVO_0793
arCOG03320	WP_004041158.1	4.2E-138	457.5	M	Fem	Peptidoglycan interpeptide bridge formation enzyme, contains acetyltransferase domain of GNAT superfamily	HVO_B0377
arCOG03320	WP_004043145.1	3.3E-108	359.2	M	Fem	Peptidoglycan interpeptide bridge formation enzyme, contains acetyltransferase domain of GNAT superfamily	HVO_A0225
arCOG03320	WP_004043144.1	2E-141	468.4	M	Fem	Peptidoglycan interpeptide bridge formation enzyme, contains acetyltransferase domain of GNAT superfamily	HVO_A0224
arCOG03358	WP_013035518.1	3.5E-209	692	K	-	Protein containing HTH domain of resolvase family	HVO_2044
arCOG03363	WP_004044613.1	2.5E-22	76.6	C	NtpF	Archaeal/vacuolar-type H+-ATPase subunit H	HVO_0310
arCOG03366	WP_004043807.1	2.7E-54	181.7	S	-	Uncharacterized membrane protein	HVO_1130
arCOG03366	WP_004040850.1	0.12	9.9	S	-	Uncharacterized membrane protein	HVO_A0497
arCOG03383	WP_004044107.1	2E-81	271.7	U	TolB	Periplasmic component of the Tol biopolymer transport system	HVO_0829
arCOG03392	WP_004043136.1	8E-51	170	R	-	Membrane-bound metal-dependent hydrolase YbcI, DUF457 family	HVO_A0215
arCOG03392	WP_004042046.1	4.1E-45	151.4	R	-	Membrane-bound metal-dependent hydrolase YbcI, DUF457 family	HVO_2162
arCOG03403	WP_013035037.1	5.5E-28	94.8	V	-	PemK/MazF family toxin	HVO_A0136
arCOG03411	WP_004044447.1	3.6E-52	175.1	Q	-	SAM-dependent methyltransferase	HVO_0475
arCOG03427	WP_004044309.1	1.1E-37	126.8	R	-	DMT superfamily transporter	HVO_0625
arCOG03427	WP_004043690.1	3.7E-40	134.8	R	-	DMT superfamily transporter	HVO_1251
arCOG03429	WP_004043295.1	1.9E-72	242.4	R	-	SWIM zinc finger containing protein	HVO_A0396
arCOG03429	WP_004041619.1	4.2E-166	550.8	R	-	SWIM zinc finger containing protein	HVO_1735
arCOG03429	WP_013035436.1	1.6E-78	262.5	R	-	SWIM zinc finger containing protein	HVO_1743
arCOG03442	WP_004042061.1	8.6E-87	288.4	S	-	Uncharacterized membrane anchored protein with Ig-like domain	HVO_2169
arCOG03458	WP_004044116.1	1.4E-94	313.5	R	Gdt1	Putative Ca2+/H+ antiporter, TMEM165/GDT1 family	HVO_0820
arCOG03575	WP_004045118.1	2.5E-85	284.6	F	-	Polyphosphate kinase 2	HVO_0074
arCOG03585	WP_013035025.1	6.1E-76	253.5	X	-	Transposase	
arCOG03585	WP_013035031.1	1.9E-75	251.9	X	-	Transposase	
arCOG03630	WP_004044708.1	2.5E-33	113.2	S	-	Uncharacterized membrane protein, Yip1 family	HVO_2890
arCOG03633	WP_049914904.1	4.4E-38	128.2	S	-	Uncharacterized membrane protein YckC, RDD family	HVO_2841
arCOG03655	WP_004044859.1	1.1E-34	116.5	S	-	Uncharacterized protein	HVO_2978
arCOG03686	WP_004044337.1	2.8E-49	165	O	-	Predicted redox protein, regulator of disulfide bond formation	HVO_0597
arCOG03686	WP_004043618.1	2.2E-23	80.8	O	-	Predicted redox protein, regulator of disulfide bond formation	HVO_1319
arCOG03687	WP_004043650.1	8.7E-49	162.7	O	-	Predicted redox protein, regulator of disulfide bond formation	HVO_1289
arCOG03726	WP_013035660.1	9.6E-31	105.4	S	-	Uncharacterized protein	HVO_2254
arCOG03787	WP_004043757.1	1.1E-140	465.9	V	-	LEA14-like desiccation related protein	HVO_1184
arCOG03805	WP_004041926.1	0.026	11.8	T	-	Membrane associated inactivated KaiC-like ATPase, DUF835 family	HVO_2039
arCOG03828	WP_013035093.1	1.1E-31	107.2	K	-	Predicted trancriptional regulator, ArsR family	HVO_A0597
arCOG03828	WP_004044663.1	3.6E-28	95.9	K	-	Predicted trancriptional regulator, ArsR family	HVO_2845
arCOG03828	WP_004040953.1	1.7E-28	96.9	K	-	Predicted trancriptional regulator, ArsR family	HVO_A0596
arCOG03828	WP_004044386.1	3.4E-23	79.8	K	-	Predicted trancriptional regulator, ArsR family	HVO_0545
arCOG03828	WP_004045314.1	3.7E-18	63.6	K	-	Predicted trancriptional regulator, ArsR family	HVO_0200
arCOG03828	WP_004041809.1	8.2E-21	72.2	K	-	Predicted trancriptional regulator, ArsR family	HVO_1930A
arCOG03828	WP_004044645.1	2.4E-24	83.5	K	-	Predicted trancriptional regulator, ArsR family	HVO_2823
arCOG03841	WP_004041078.1	1.9E-137	455.5	S	-	Uncharacterized protein, DUF917 family	HVO_B0077
arCOG03841	WP_004041080.1	6.9E-136	450.4	S	-	Uncharacterized protein, DUF917 family	HVO_B0075
arCOG03841	WP_004041081.1	1.2E-128	426.5	S	-	Uncharacterized protein, DUF917 family	HVO_B0074
arCOG03841	WP_004041653.1	1.5E-100	334.2	S	-	Uncharacterized protein, DUF917 family	HVO_1771
arCOG03860	WP_004042234.1	9.5E-112	370.6	K	-	Predicted transcriptional regulator, contains HTH domain	HVO_2344
arCOG03871	WP_004043732.1	0.000037	22.1	N	-	Pilin/Flagellin, FlaG/FlaF family	HVO_1210
arCOG03873	WP_004042459.1	5.3E-96	319	S	-	Uncharacterized membrane protein	HVO_2497
arCOG03875	WP_004042058.1	3.6E-33	111.1	R	-	Uncharacterized membrane protein, a component of a putative secretion system	HVO_2166
arCOG03887	WP_004044988.1	1.3E-44	150	S	-	Uncharacterized membrane protein	HVO_0018
arCOG03888	WP_004042095.1	2.7E-55	185.9	S	-	Uncharacterized membrane protein	HVO_2203
arCOG03898	WP_004042143.1	0.0013	16.5	V	McrA	Restriction endonuclease, McrA/HNH family	HVO_2256
arCOG03898	WP_004044646.1	6.3E-28	95.6	V	McrA	Restriction endonuclease, McrA/HNH family	HVO_2824
arCOG03902	WP_013035682.1	7.7E-218	721.1	X	-	IS4 transposase	HVO_C0053
arCOG03902	WP_013035120.1	1.6E-162	538.8	X	-	IS4 transposase	
arCOG03902	WP_013035249.1	1.2E-220	730.3	X	-	IS4 transposase	HVO_0275
arCOG03902	WP_013035619.1	1.3E-219	726.9	X	-	IS4 transposase	
arCOG03902	WP_013035736.1	5.7E-146	484.3	X	-	IS4 transposase	HVO_C0070
arCOG03902	WP_013035119.1	4.8E-220	728.3	X	-	IS4 transposase	
arCOG03902	WP_013035101.1	4.8E-217	718.5	X	-	IS4 transposase	HVO_A0144
arCOG03902	WP_013035180.1	4.8E-147	487.8	X	-	IS4 transposase	HVO_A0116
arCOG03902	WP_013035212.1	7.1E-218	721.2	X	-	IS4 transposase	HVO_A0431
arCOG03902	WP_013035080.1	8.1E-219	724.3	X	-	IS4 transposase	
arCOG03902	WP_013034936.1	4.6E-218	721.8	X	-	IS4 transposase	HVO_B0157
arCOG03909	WP_004041680.1	1.2E-16	58.5	S	-	Uncharacterized membrane protein	HVO_1795
arCOG03909	WP_004041922.1	3.8E-23	79.6	S	-	Uncharacterized membrane protein	HVO_2037
arCOG03911	WP_004041732.1	0.0012	16.7	S	-	Uncharacterized membrane protein	HVO_1850
arCOG03912	WP_004044259.1	5.9E-23	79.3	S	-	Uncharacterized membrane protein	HVO_0676
arCOG03914	WP_004041330.1	1.9E-41	140.9	Q	SufI	Multicopper oxidase	HVO_B0205
arCOG03914	WP_004042036.1	6E-81	270.8	Q	SufI	Multicopper oxidase	HVO_2153
arCOG03914	WP_004042023.1	5.7E-61	205.1	Q	SufI	Multicopper oxidase	HVO_2141
arCOG03915	WP_004043401.1	1.1E-19	68.2	S	-	Uncharacterized membrane protein	HVO_A0037
arCOG03915	WP_013035389.1	6.9E-31	104.1	S	-	Uncharacterized membrane protein	HVO_0963
arCOG03916	WP_004043233.1	5.9E-28	94.9	S	-	Uncharacterized membrane protein	HVO_A0318
arCOG03916	WP_013035658.1	0.0072	14.5	S	-	Uncharacterized membrane protein	HVO_2568
arCOG03916	WP_004041342.1	1.3E-30	103.4	S	-	Uncharacterized membrane protein	HVO_B0192
arCOG03917	WP_004044915.1	6.8E-35	117.3	S	-	Uncharacterized protein	HVO_3003
arCOG03917	WP_004063049.1	3.8E-37	124.5	S	-	Uncharacterized protein	HVO_1792A
arCOG03920	WP_004041343.1	1.3E-109	364.7	S	-	Uncharacterized membrane protein	HVO_B0191
arCOG03920	WP_004044788.1	2.6E-88	294.6	S	-	Uncharacterized membrane protein	HVO_2944
arCOG03922	WP_004044692.1	2E-41	138.6	S	-	Uncharacterized membrane protein	HVO_2876
arCOG03923	WP_013035024.1	1.8E-31	105.8	K	-	PhiH1 repressor family protein, contains HTH domain	HVO_A0166
arCOG03923	WP_004045378.1	1.2E-25	87.1	K	-	PhiH1 repressor family protein, contains HTH domain	HVO_0261
arCOG03923	WP_004045377.1	3.6E-21	72.7	K	-	PhiH1 repressor family protein, contains HTH domain	HVO_0260
arCOG03923	WP_004043512.1	5.9E-20	68.9	K	-	PhiH1 repressor family protein, contains HTH domain	HVO_1423
arCOG03924	WP_004041894.1	0.000000095	28.9	K	MarR	Transcriptional regulator, MarR family	HVO_2010
arCOG03925	WP_049914828.1	2.6E-28	95.8	S	-	Uncharacterized membrane protein	HVO_2532
arCOG03926	WP_004063814.1	8.4E-35	117.9	N	-	Pilin/Flagellin, FlaG/FlaF family	HVO_1155
arCOG03927	WP_004043555.1	2.4E-56	188.5	S	-	Uncharacterized protein	HVO_1384
arCOG03927	WP_004041783.1	7E-55	183.7	S	-	Uncharacterized protein	HVO_1902
arCOG03928	WP_004042016.1	3.9E-29	98.9	R	-	SirA-like two-layered alpha/beta sandwich domain	HVO_2134
arCOG03929	WP_004042025.1	3.6E-29	98.3	R	-	SirA-like two-layered alpha/beta sandwich domain	HVO_2143
arCOG03933	WP_004044318.1	9.7E-72	238.9	N	-	Predicted pilin/flagellin	HVO_0616
