locus_tag	dbxref	ncbi_id	genomic_accession	feature	start	stop	strand	gene	gbkey	gene_biotype	old_locus_tag	length	protein	thane_gene	thane_gene_description	gene_name	kegg1	kegg2	kegg3	pathway	kegg_prot	kegg_id	definition	keggidprot	Gene.Name	Species	EC_NUMBER	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OFFICIAL_GENE_SYMBOL	PFAM	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	cog	arcog	chr
HVO_RS10620	8925504	lcl|NC_013967.1_cds_WP_004043710.1_2249	NC_013967.1	gene	1123534	1124115	+	2271	Gene	protein_coding	HVO_1232	581	alkylhydroperoxidase				NA	NA	NA	NA	NA	NA	NA	NA: NA	alkylhydroperoxidase(HVO_RS10620)	Haloferax volcanii DS2				GO:0004601~peroxidase activity,GO:0051920~peroxiredoxin activity	IPR003779:Carboxymuconolactone decarboxylase,IPR004675:Alkylhydroperoxidase AhpD core,IPR010195:Uncharacterised peroxidase-related		HVO_RS10620	PF02627:Carboxymuconolactone decarboxylase family			Complete proteome,Oxidoreductase,Peroxidase,Reference proteome,	COG2128S	arCOG06151	Chromosome
HVO_RS10625	8925762	lcl|NC_013967.1_cds_WP_004043709.1_2250	NC_013967.1	gene	1124201	1124395	+	2272	Gene	protein_coding	HVO_1233	194	cold-shock protein			cspA3	NA	NA	NA	NA	NA	NA	NA	NA: NA	cold-shock protein(HVO_RS10625)	Haloferax volcanii DS2		GO:0006355~regulation of transcription, DNA-templated		GO:0003677~DNA binding	IPR002059:Cold-shock protein, DNA-binding,IPR011129:Cold shock protein,IPR012156:Cold shock, CspA,IPR012340:Nucleic acid-binding, OB-fold		HVO_RS10625	PF00313:'Cold-shock' DNA-binding domain	PIRSF002599:cold shock protein, CspA type	SM00357:CSP	Complete proteome,Reference proteome,	COG1278K	arCOG02984	Chromosome
HVO_RS10630	8925342	lcl|NC_013967.1_cds_WP_004043708.1_2251	NC_013967.1	gene	1124517	1126013	-	2273	Gene	protein_coding	HVO_1234	1496	cryptochrome/photolyase family protein			phr3	NA	NA	NA	NA	NA	NA	NA	NA: NA	cryptochrome/photolyase family protein(HVO_RS10630)	Haloferax volcanii DS2				GO:0016829~lyase activity	IPR005101:DNA photolyase, FAD-binding/Cryptochrome, C-terminal,IPR007357:Deoxyribodipyrimidine photolyase-related protein		HVO_RS10630	PF04244:Deoxyribodipyrimidine photo-lyase-related protein			Complete proteome,Lyase,Reference proteome,	COG3046R	arCOG02839	Chromosome
HVO_RS10635	8926370	lcl|NC_013967.1_cds_WP_004043707.1_2252	NC_013967.1	gene	1126063	1126857	-	2274	Gene	protein_coding	HVO_1235	794	amidase			cre2	Metabolism	Amino acid metabolism	00330 Arginine and proline metabolism 	[PATH:hvo00330]	creatininase	K01470	E3.5.2.10; creatinine amidohydrolase [EC:3.5.2.10]	K01470: creatininase	amidase(HVO_RS10635)	Haloferax volcanii DS2	3.5.2.10			GO:0047789~creatininase activity	IPR003785:Creatininase/formamide hydrolase,IPR024087:Creatininase-like domain	hvo00330:Arginine and proline metabolism	HVO_RS10635	PF02633:Creatinine amidohydrolase			Complete proteome,Hydrolase,Reference proteome,	COG1402R	arCOG04536	Chromosome
HVO_RS10640	8925781	lcl|NC_013967.1_cds_WP_004043706.1_2253	NC_013967.1	gene	1126927	1128534	-	2275	Gene	protein_coding	HVO_1236	1607	AMP-dependent synthetase			acs3	Metabolism	Energy metabolism	00720 Carbon fixation pathways in prokaryotes 	[PATH:hvo00720]	acs3; acyl-CoA synthetase	K01895	ACSS; acetyl-CoA synthetase [EC:6.2.1.1]	K01895: acs3; acyl-CoA synthetase	AMP-dependent synthetase(HVO_RS10640)	Haloferax volcanii DS2	6.2.1.-	GO:0008152~metabolic process		GO:0016874~ligase activity	IPR000873:AMP-dependent synthetase/ligase,IPR020845:AMP-binding, conserved site,IPR025110:Domain of unknown function DUF4009	hvo00010:Glycolysis / Gluconeogenesis,hvo00620:Pyruvate metabolism,hvo00640:Propanoate metabolism,hvo00680:Methane metabolism,hvo00720:Carbon fixation pathways in prokaryotes,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01120:Microbial metabolism in diverse environments,hvo01130:Biosynthesis of antibiotics,hvo01200:Carbon metabolism	HVO_RS10640	PF00501:AMP-binding enzyme,PF13193:AMP-binding enzyme C-terminal domain			Complete proteome,Ligase,Reference proteome,	COG0365I	arCOG04201	Chromosome
HVO_RS10645	8924740	lcl|NC_013967.1_cds_WP_004043705.1_2254	NC_013967.1	gene	1128598	1129554	-	2276	Gene	protein_coding	HVO_1237	956	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS10645)	Haloferax volcanii DS2			GO:0016021~integral component of membrane		IPR007607:Protein of unknown function DUF583		HVO_RS10645	PF04519:Polymer-forming cytoskeletal			Complete proteome,Membrane,Transmembrane,Transmembrane helix,	-	arCOG04555	Chromosome
HVO_RS10650	8924244	lcl|NC_013967.1_cds_WP_004043704.1_2255	NC_013967.1	gene	1129774	1130748	+	2277	Gene	protein_coding	HVO_1238	974	aldo/keto reductase				NA	NA	NA	NA	NA	NA	NA	NA: NA	aldo/keto reductase(HVO_RS10650)	Haloferax volcanii DS2	1.1.1.-			GO:0016491~oxidoreductase activity	IPR001395:Aldo/keto reductase,IPR023210:NADP-dependent oxidoreductase domain		HVO_RS10650	PF00248:Aldo/keto reductase family			Complete proteome,Oxidoreductase,Reference proteome,	COG0667C	arCOG01617	Chromosome
HVO_RS10655	25143420	lcl|NC_013967.1_cds_WP_004043703.1_2256	NC_013967.1	gene	1130792	1131286	+	2278	Gene	protein_coding	HVO_RS10655	494	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS10655)	Haloferax volcanii DS2			GO:0016021~integral component of membrane				HVO_RS10655				Complete proteome,Membrane,Transmembrane,Transmembrane helix,	NA	NA	Chromosome
HVO_RS10660	8925428	lcl|NC_013967.1_cds_WP_004043702.1_2257	NC_013967.1	gene	1131262	1132479	-	2279	Gene	protein_coding	HVO_1239	1217	MFS transporter				NA	NA	NA	NA	NA	NA	NA	NA: NA	MFS transporter(HVO_RS10660)	Haloferax volcanii DS2		GO:0055085~transmembrane transport	GO:0016021~integral component of membrane		IPR011701:Major facilitator superfamily,IPR020846:Major facilitator superfamily domain		HVO_RS10660	PF07690:Major Facilitator Superfamily			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	-	arCOG00130	Chromosome
HVO_RS10665	8926130	lcl|NC_013967.1_cds_WP_004043701.1_2258	NC_013967.1	gene	1132536	1133597	-	2280	Gene	protein_coding	HVO_1240	1061	Tat pathway signal protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	Tat pathway signal protein(HVO_RS10665)	Haloferax volcanii DS2					IPR006311:Twin-arginine translocation pathway, signal sequence,IPR018470:Periplasmic metal-binding protein Tp34-type		HVO_RS10665	PF10634:Fe2+ transport protein			Complete proteome,Reference proteome,	-	arCOG04511	Chromosome
HVO_RS10670	8924010	lcl|NC_013967.1_cds_WP_004043700.1_2259	NC_013967.1	gene	1133594	1134265	-	2281	Gene	protein_coding	HVO_1241	671	photosynthetic protein synthase I			prrC	NA	NA	NA	NA	NA	NA	NA	NA: NA	photosynthetic protein synthase I(HVO_RS10670)	Haloferax volcanii DS2					IPR003782:Copper chaperone SCO1/SenC,IPR012336:Thioredoxin-like fold		HVO_RS10670	PF02630:SCO1/SenC			Complete proteome,Reference proteome,	COG1999R	arCOG00313	Chromosome
HVO_RS10675	8925014	lcl|NC_013967.1_cds_WP_004043699.1_2260	NC_013967.1	gene	1134411	1135709	+	2282	Gene	protein_coding	HVO_1242	1298	Tat pathway signal protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	Tat pathway signal protein(HVO_RS10675)	Haloferax volcanii DS2					IPR006311:Twin-arginine translocation pathway, signal sequence,IPR011008:Dimeric alpha-beta barrel,IPR019546:Twin-arginine translocation pathway, signal sequence, bacterial/archaeal		HVO_RS10675	PF10518:TAT (twin-arginine translocation) pathway signal sequence			Complete proteome,Reference proteome,	-	arCOG04512	Chromosome
HVO_RS10680	8925826	lcl|NC_013967.1_cds_WP_004043698.1_2261	NC_013967.1	gene	1135740	1136432	-	2283	Gene	protein_coding	HVO_1243	692	cytochrome c biogenesis protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	cytochrome c biogenesis protein(HVO_RS10680)	Haloferax volcanii DS2		GO:0017004~cytochrome complex assembly,GO:0055114~oxidation-reduction process	GO:0016021~integral component of membrane		IPR003834:Cytochrome c assembly protein, transmembrane domain		HVO_RS10680	PF02683:Cytochrome C biogenesis protein transmembrane region			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	-	arCOG04522	Chromosome
HVO_RS10685	8924311	lcl|NC_013967.1_cds_WP_004043697.1_2262	NC_013967.1	gene	1136432	1137022	-	2284	Gene	protein_coding	HVO_1244	590	hypothetical protein			trxA4	NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS10685)	Haloferax volcanii DS2		GO:0045454~cell redox homeostasis	GO:0005623~cell	GO:0016491~oxidoreductase activity	IPR012336:Thioredoxin-like fold,IPR013740:Redoxin,IPR013766:Thioredoxin domain,IPR017937:Thioredoxin, conserved site		HVO_RS10685	PF08534:Redoxin			Complete proteome,Reference proteome,	COG0526OC	arCOG06181	Chromosome
HVO_RS10690	8925177	lcl|NC_013967.1_cds_WP_004043696.1_2263	NC_013967.1	gene	1137170	1137853	-	2285	Gene	protein_coding	HVO_1245	683	DSBA oxidoreductase				NA	NA	NA	NA	NA	NA	NA	NA: NA	DSBA oxidoreductase(HVO_RS10690)	Haloferax volcanii DS2					IPR012336:Thioredoxin-like fold		HVO_RS10690	PF13462:Thioredoxin			Complete proteome,Reference proteome,	COG1651O	arCOG02868	Chromosome
HVO_RS10695	8926024	lcl|NC_013967.1_cds_WP_004043695.1_2264	NC_013967.1	gene	1138037	1138414	+	2286	Gene	protein_coding	HVO_1246	377	(2Fe-2S)-binding protein			ferA1	NA	NA	NA	NA	NA	NA	NA	NA: NA	(2Fe-2S)-binding protein(HVO_RS10695)	Haloferax volcanii DS2				GO:0009055~electron carrier activity,GO:0051536~iron-sulfur cluster binding	IPR001041:2Fe-2S ferredoxin-type domain,IPR012675:Beta-grasp domain		HVO_RS10695	PF00111:2Fe-2S iron-sulfur cluster binding domain			Complete proteome,Reference proteome,	COG0633C	arCOG02987	Chromosome
HVO_RS10700	8926827	lcl|NC_013967.1_cds_WP_004043694.1_2265	NC_013967.1	gene	1138428	1139003	-	2287	Gene	protein_coding	HVO_1247	575	NUDIX hydrolase				NA	NA	NA	NA	NA	NA	NA	NA: NA	NUDIX hydrolase(HVO_RS10700)	Haloferax volcanii DS2				GO:0016787~hydrolase activity	IPR000086:NUDIX hydrolase domain,IPR015797:NUDIX hydrolase domain-like,IPR020084:NUDIX hydrolase, conserved site		HVO_RS10700	PF00293:NUDIX domain			Complete proteome,Reference proteome,	-	arCOG01083	Chromosome
HVO_RS10705	8923876	lcl|NC_013967.1_cds_WP_004043693.1_2266	NC_013967.1	gene	1139167	1139376	+	2288	Gene	protein_coding	HVO_1248	209	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS10705)	Haloferax volcanii DS2							HVO_RS10705				Complete proteome,Reference proteome,	-	arCOG04639	Chromosome
HVO_RS10710	8924825	lcl|NC_013967.1_cds_WP_004043692.1_2267	NC_013967.1	gene	1139413	1139841	+	2289	Gene	protein_coding	HVO_1249	428	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS10710)	Haloferax volcanii DS2					IPR002739:Uncharacterised protein family UPF0201,IPR022803:Ribosomal protein L5 domain		HVO_RS10710	PF01877:RNA binding			Complete proteome,Reference proteome,	COG1325J	arCOG01042	Chromosome
HVO_RS10715	8924374	lcl|NC_013967.1_cds_WP_004043691.1_2268	NC_013967.1	gene	1139884	1140447	-	2290	Gene	protein_coding	HVO_1250	563	thioredoxin family protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	thioredoxin family protein(HVO_RS10715)	Haloferax volcanii DS2		GO:0045454~cell redox homeostasis	GO:0005623~cell	GO:0016209~antioxidant activity,GO:0016491~oxidoreductase activity,GO:0016853~isomerase activity	IPR000866:Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,IPR012336:Thioredoxin-like fold,IPR013766:Thioredoxin domain		HVO_RS10715	PF00578:AhpC/TSA family			Complete proteome,Isomerase,Reference proteome,	COG1225O	arCOG00314	Chromosome
HVO_RS10720	8924996	lcl|NC_013967.1_cds_WP_004043690.1_2269	NC_013967.1	gene	1140529	1140954	-	2291	Gene	protein_coding	HVO_1251	425	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS10720)	Haloferax volcanii DS2			GO:0016021~integral component of membrane				HVO_RS10720				Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	COG2510S	arCOG03427	Chromosome
HVO_RS10725	8926256	lcl|NC_013967.1_cds_WP_004043689.1_2270	NC_013967.1	gene	1141152	1141349	+	2292	Gene	protein_coding	HVO_1252	197	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS10725)	Haloferax volcanii DS2							HVO_RS10725				Complete proteome,Reference proteome,	-	arCOG10182	Chromosome
HVO_RS10730	8923935	lcl|NC_013967.1_cds_WP_004043688.1_2271	NC_013967.1	gene	1141388	1141789	-	2293	Gene	protein_coding	HVO_1253	401	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS10730)	Haloferax volcanii DS2					IPR009959:Polyketide cyclase SnoaL-like domain		HVO_RS10730	PF07366:SnoaL-like polyketide cyclase			Complete proteome,Reference proteome,	-	arCOG06513	Chromosome
HVO_RS10735	8926657	lcl|NC_013967.1_cds_WP_004043684.1_2272	NC_013967.1	gene	1142179	1143417	-	2294	Gene	protein_coding	HVO_1255	1238	MFS transporter				NA	NA	NA	NA	NA	NA	NA	NA: NA	MFS transporter(HVO_RS10735)	Haloferax volcanii DS2		GO:0055085~transmembrane transport	GO:0016021~integral component of membrane		IPR011701:Major facilitator superfamily,IPR020846:Major facilitator superfamily domain		HVO_RS10735	PF07690:Major Facilitator Superfamily			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	COG2814G	arCOG00130	Chromosome
HVO_RS10740	8926640	lcl|NC_013967.1_cds_WP_004043683.1_2273	NC_013967.1	gene	1143500	1144399	-	2295	Gene	protein_coding	HVO_1256	899	DUF58 domain-containing protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS10740)	Haloferax volcanii DS2					IPR002035:von Willebrand factor, type A,IPR002881:Domain of unknown function DUF58		HVO_RS10740	PF01882:Protein of unknown function DUF58			Complete proteome,Reference proteome,	COG1721R	arCOG02745	Chromosome
HVO_RS10745	8924931	lcl|NC_013967.1_cds_WP_004043682.1_2274	NC_013967.1	gene	1144407	1145423	-	2296	Gene	protein_coding	HVO_1257	1016	ATPase AAA			moxR2	NA	NA	NA	NA	NA	NA	NA	NA: NA	ATPase AAA(HVO_RS10745)	Haloferax volcanii DS2				GO:0005524~ATP binding,GO:0016887~ATPase activity	IPR011703:ATPase, AAA-3,IPR016366:ATPase chaperone, AAA-type, MoxR, predicted,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS10745	PF07726:ATPase family associated with various cellular activities (AAA)	PIRSF002849:AAA-type ATPase enzymatic complex assembly chaperone, MoxR type		Complete proteome,Reference proteome,	COG0714R	arCOG00434	Chromosome
HVO_RS10750	8924753	lcl|NC_013967.1_cds_WP_004043681.1_2275	NC_013967.1	gene	1145416	1146339	-	2297	Gene	protein_coding	HVO_1258	923	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS10750)	Haloferax volcanii DS2			GO:0016021~integral component of membrane				HVO_RS10750				Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	-	arCOG06258	Chromosome
HVO_RS10755	8925602	lcl|NC_013967.1_cds_WP_004043680.1_2276	NC_013967.1	gene	1146332	1146955	-	2298	Gene	protein_coding	HVO_1259	623	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS10755)	Haloferax volcanii DS2							HVO_RS10755				Coiled coil,Complete proteome,Reference proteome,	COG1196D	arCOG00379	Chromosome
HVO_RS10760	8926647	lcl|NC_013967.1_cds_WP_004043679.1_2277	NC_013967.1	gene	1146952	1149408	-	2299	Gene	protein_coding	HVO_1260	2456	VWA domain-containing protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	VWA domain-containing protein(HVO_RS10760)	Haloferax volcanii DS2			GO:0016021~integral component of membrane		IPR002035:von Willebrand factor, type A		HVO_RS10760	PF00092:von Willebrand factor type A domain		SM00327:VWA	Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	COG1240H	arCOG02907	Chromosome
HVO_RS10765	8926363	lcl|NC_013967.1_cds_WP_004043678.1_2278	NC_013967.1	gene	1149408	1151204	-	2300	Gene	protein_coding	HVO_1261	1796	membrane protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	membrane protein(HVO_RS10765)	Haloferax volcanii DS2			GO:0016021~integral component of membrane		IPR002035:von Willebrand factor, type A,IPR024163:Aerotolerance regulator N-terminal		HVO_RS10765	PF07584:Aerotolerance regulator N-terminal			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	-	arCOG02905	Chromosome
HVO_RS10770	8925371	lcl|NC_013967.1_cds_WP_004043677.1_2279	NC_013967.1	gene	1151434	1152891	+	2301	Gene	protein_coding	HVO_1262	1457	Na+/H+ antiporter NhaC			nhaC2	NA	NA	NA	NA	NA	NA	NA	NA: NA	Na+/H+ antiporter NhaC(HVO_RS10770)	Haloferax volcanii DS2			GO:0016021~integral component of membrane	GO:0015297~antiporter activity	IPR004770:Na+/H+ antiporter NhaC,IPR018461:Na+/H+ antiporter, NhaC-like		HVO_RS10770	PF03553:Na+/H+ antiporter family			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	COG1757C	arCOG02010	Chromosome
HVO_RS10775	8924515	lcl|NC_013967.1_cds_WP_004043676.1_2280	NC_013967.1	gene	1152937	1153533	-	2302	Gene	protein_coding	HVO_1263	596	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS10775)	Haloferax volcanii DS2			GO:0016021~integral component of membrane		IPR005182:Bacterial PH domain		HVO_RS10775	PF03703:Bacterial PH domain			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	COG3428S	arCOG04619	Chromosome
HVO_RS10780	8926175	lcl|NC_013967.1_cds_WP_004043675.1_2281	NC_013967.1	gene	1153530	1154183	-	2303	Gene	protein_coding	HVO_1264	653	membrane protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	membrane protein(HVO_RS10780)	Haloferax volcanii DS2			GO:0016021~integral component of membrane		IPR005182:Bacterial PH domain		HVO_RS10780	PF03703:Bacterial PH domain			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	COG3428S	arCOG04619	Chromosome
HVO_RS10785	8925536	lcl|NC_013967.1_cds_WP_004043674.1_2282	NC_013967.1	gene	1154320	1154805	+	2304	Gene	protein_coding	HVO_1265	485	AsnC family transcriptional regulator				NA	NA	NA	NA	NA	NA	NA	NA: NA	AsnC family transcriptional regulator(HVO_RS10785)	Haloferax volcanii DS2			GO:0005622~intracellular	GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0043565~sequence-specific DNA binding	IPR000485:AsnC-type HTH domain,IPR011008:Dimeric alpha-beta barrel,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR019887:Transcription regulator AsnC-type, C-terminal,IPR019888:Transcription regulator AsnC-type		HVO_RS10785	PF01037:AsnC family		SM00344:HTH_ASNC	Complete proteome,Reference proteome,	COG1522K	arCOG01580	Chromosome
HVO_RS10790	8924716	lcl|NC_013967.1_cds_WP_004043673.1_2283	NC_013967.1	gene	1154802	1155953	+	2305	Gene	protein_coding	HVO_1266	1151	aminotransferase			aspC2	NA	NA	NA	NA	NA	NA	NA	NA: NA	aminotransferase(HVO_RS10790)	Haloferax volcanii DS2	2.6.1.-	GO:0009058~biosynthetic process		GO:0008483~transaminase activity,GO:0030170~pyridoxal phosphate binding	IPR004838:Aminotransferases, class-I, pyridoxal-phosphate-binding site,IPR004839:Aminotransferase, class I/classII,IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015422:Pyridoxal phosphate-dependent transferase, major region, subdomain 2,IPR015424:Pyridoxal phosphate-dependent transferase		HVO_RS10790	PF00155:Aminotransferase class I and II			Aminotransferase,Complete proteome,Reference proteome,Transferase,	COG0436E	arCOG01130	Chromosome
HVO_RS10795	8924077	lcl|NC_013967.1_cds_WP_004043672.1_2284	NC_013967.1	gene	1156060	1156485	+	2306	Gene	protein_coding	HVO_1267	425	universal stress protein UspA				NA	NA	NA	NA	NA	NA	NA	NA: NA	universal stress protein UspA(HVO_RS10795)	Haloferax volcanii DS2		GO:0006950~response to stress			IPR006015:Universal stress protein A,IPR006016:UspA,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold		HVO_RS10795	PF00582:Universal stress protein family			Complete proteome,Reference proteome,	COG0589T	arCOG02053	Chromosome
HVO_RS10800	8924043	lcl|NC_013967.1_cds_WP_004043671.1_2285	NC_013967.1	gene	1156643	1157356	+	2307	Gene	protein_coding	HVO_1268	713	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS10800)	Haloferax volcanii DS2							HVO_RS10800				Complete proteome,Reference proteome,	-	arCOG02452	Chromosome
