ID	Gene Name	Species	EC_NUMBER	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OFFICIAL_GENE_SYMBOL	PFAM	PIR_SUPERFAMILY	SMART	UP_KEYWORDS
8925374	haloacid dehalogenase(HVO_RS09170)	Haloferax volcanii DS2							HVO_RS09170,
8925410	haloacid dehalogenase(HVO_RS10885)	Haloferax volcanii DS2	3.1.3.-			GO:0016787~hydrolase activity	IPR006357:HAD-superfamily hydrolase, subfamily IIA,IPR023214:HAD-like domain,IPR023215:Nitrophenylphosphatase-like  domain	hvo00627:Aminobenzoate degradation,hvo01120:Microbial metabolism in diverse environments	HVO_RS10885	PF13344:Haloacid dehalogenase-like hydrolase	PIRSF000915:monoester phosphate phosphatase, PGP type		Complete proteome,Hydrolase,Reference proteome,
8925489	haloacid dehalogenase(HVO_RS11525)	Haloferax volcanii DS2		GO:0008152~metabolic process		GO:0016787~hydrolase activity	IPR006439:HAD-superfamily hydrolase, subfamily IA, variant 1,IPR023214:HAD-like domain		HVO_RS11525	PF13419:Haloacid dehalogenase-like hydrolase			Complete proteome,Hydrolase,Reference proteome,
8924009	haloacid dehalogenase(HVO_RS11900)	Haloferax volcanii DS2				GO:0016787~hydrolase activity	IPR023214:HAD-like domain		HVO_RS11900	PF08282:haloacid dehalogenase-like hydrolase			Complete proteome,Hydrolase,Reference proteome,
8925038	haloacid dehalogenase(HVO_RS16110)	Haloferax volcanii DS2		GO:0008152~metabolic process		GO:0016787~hydrolase activity	IPR006439:HAD-superfamily hydrolase, subfamily IA, variant 1,IPR023214:HAD-like domain		HVO_RS16110	PF13419:Haloacid dehalogenase-like hydrolase			Complete proteome,Hydrolase,Reference proteome,
8924149	haloacid dehalogenase(HVO_RS16205)	Haloferax volcanii DS2		GO:0008152~metabolic process		GO:0019120~hydrolase activity, acting on acid halide bonds, in C-halide compounds	IPR006328:Haloacid dehalogenase, type II,IPR006439:HAD-superfamily hydrolase, subfamily IA, variant 1,IPR023198:Phosphoglycolate phosphatase, domain 2,IPR023214:HAD-like domain	hvo00361:Chlorocyclohexane and chlorobenzene degradation,hvo00625:Chloroalkane and chloroalkene degradation,hvo01100:Metabolic pathways,hvo01120:Microbial metabolism in diverse environments	HVO_RS16205	PF13419:Haloacid dehalogenase-like hydrolase			Complete proteome,Reference proteome,
8925351	haloacid dehalogenase(HVO_RS18990)	Haloferax volcanii DS2		GO:0008152~metabolic process		GO:0016787~hydrolase activity	IPR006439:HAD-superfamily hydrolase, subfamily IA, variant 1,IPR023214:HAD-like domain		HVO_RS18990	PF13419:Haloacid dehalogenase-like hydrolase			Complete proteome,Hydrolase,Reference proteome,
8923732	halocin C8 (TBD)(HVO_RS03245)	Haloferax volcanii DS2					IPR006311:Twin-arginine translocation pathway, signal sequence		HVO_RS03245				Complete proteome,Plasmid,Reference proteome,
8926258	halocyanin(HVO_RS08660)	Haloferax volcanii DS2			GO:0016021~integral component of membrane	GO:0005507~copper ion binding,GO:0009055~electron carrier activity	IPR000923:Blue (type 1) copper domain,IPR002387:Plastocyanin,IPR006311:Twin-arginine translocation pathway, signal sequence,IPR008972:Cupredoxin,IPR017533:Halocyanin		HVO_RS08660	PF00127:Copper binding proteins, plastocyanin/azurin family			Complete proteome,Membrane,Transmembrane,Transmembrane helix,
8925586	halocyanin(HVO_RS08750)	Haloferax volcanii DS2			GO:0016021~integral component of membrane	GO:0005507~copper ion binding,GO:0009055~electron carrier activity	IPR000923:Blue (type 1) copper domain,IPR002387:Plastocyanin,IPR006311:Twin-arginine translocation pathway, signal sequence,IPR008972:Cupredoxin,IPR017533:Halocyanin		HVO_RS08750	PF00127:Copper binding proteins, plastocyanin/azurin family			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,
8924550	halocyanin(HVO_RS10075)	Haloferax volcanii DS2				GO:0005507~copper ion binding,GO:0009055~electron carrier activity	IPR000923:Blue (type 1) copper domain,IPR002386:Amicyanin,IPR006311:Twin-arginine translocation pathway, signal sequence,IPR008972:Cupredoxin,IPR017533:Halocyanin		HVO_RS10075	PF00127:Copper binding proteins, plastocyanin/azurin family			Complete proteome,Reference proteome,
8925842	halocyanin(HVO_RS10200)	Haloferax volcanii DS2				GO:0005507~copper ion binding,GO:0009055~electron carrier activity	IPR000923:Blue (type 1) copper domain,IPR002386:Amicyanin,IPR006311:Twin-arginine translocation pathway, signal sequence,IPR008972:Cupredoxin		HVO_RS10200	PF00127:Copper binding proteins, plastocyanin/azurin family			Complete proteome,Reference proteome,
8923902	halocyanin(HVO_RS15005)	Haloferax volcanii DS2				GO:0005507~copper ion binding,GO:0009055~electron carrier activity	IPR000923:Blue (type 1) copper domain,IPR002387:Plastocyanin,IPR006311:Twin-arginine translocation pathway, signal sequence,IPR008972:Cupredoxin,IPR017533:Halocyanin		HVO_RS15005	PF00127:Copper binding proteins, plastocyanin/azurin family			Complete proteome,Reference proteome,
8924141	halocyanin(HVO_RS15035)	Haloferax volcanii DS2				GO:0005507~copper ion binding,GO:0009055~electron carrier activity	IPR000923:Blue (type 1) copper domain,IPR002386:Amicyanin,IPR006311:Twin-arginine translocation pathway, signal sequence,IPR008972:Cupredoxin,IPR017533:Halocyanin		HVO_RS15035	PF00127:Copper binding proteins, plastocyanin/azurin family			Complete proteome,Reference proteome,
8924891	halocyanin(HVO_RS17530)	Haloferax volcanii DS2				GO:0005507~copper ion binding,GO:0009055~electron carrier activity	IPR000923:Blue (type 1) copper domain,IPR002387:Plastocyanin,IPR008972:Cupredoxin		HVO_RS17530	PF00127:Copper binding proteins, plastocyanin/azurin family			Complete proteome,Reference proteome,
8924496	heavy metal transporter(HVO_RS13135)	Haloferax volcanii DS2		GO:0030001~metal ion transport		GO:0046872~metal ion binding	IPR006121:Heavy metal-associated domain, HMA		HVO_RS13135	PF00403:Heavy-metal-associated domain			Complete proteome,Reference proteome,
8923446	helicase SNF2/RAD54 family protein(HVO_RS02225)	Haloferax volcanii DS2				GO:0004386~helicase activity,GO:0005524~ATP binding	IPR000330:SNF2-related,IPR014001:Helicase, superfamily 1/2, ATP-binding domain,IPR025202:Phospholipase D-like domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS02225	PF00176:SNF2 family N-terminal domain,PF13091:PLD-like domain		SM00487:DEXDc	ATP-binding,Coiled coil,Complete proteome,Helicase,Hydrolase,Nucleotide-binding,Plasmid,Reference proteome,
8923549	helicase(HVO_RS02775)	Haloferax volcanii DS2							HVO_RS02775,
8926421	helicase(HVO_RS04890)	Haloferax volcanii DS2	3.6.4.12	GO:0006139~nucleobase-containing compound metabolic process		GO:0003677~DNA binding,GO:0004003~ATP-dependent DNA helicase activity,GO:0005524~ATP binding	IPR001650:Helicase, C-terminal,IPR006554:Helicase-like, DEXD box c2 type,IPR006555:ATP-dependent helicase, C-terminal,IPR010614:DEAD2,IPR014001:Helicase, superfamily 1/2, ATP-binding domain,IPR014013:Helicase, superfamily 1/2, ATP-binding domain, DinG/Rad3-type,IPR027417:P-loop containing nucleoside triphosphate hydrolase	hvo03022:Basal transcription factors,hvo03420:Nucleotide excision repair	HVO_RS04890	PF06733:DEAD_2,PF13307:Helicase C-terminal domain		SM00487:DEXDc,SM00488:DEXDc2,SM00491:HELICc2	ATP-binding,Complete proteome,Helicase,Hydrolase,Nucleotide-binding,Reference proteome,
8925278	helicase(HVO_RS05165)	Haloferax volcanii DS2		GO:0006139~nucleobase-containing compound metabolic process		GO:0003677~DNA binding,GO:0004003~ATP-dependent DNA helicase activity,GO:0005524~ATP binding	IPR003593:AAA+ ATPase domain,IPR006555:ATP-dependent helicase, C-terminal,IPR010614:DEAD2,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS05165	PF06733:DEAD_2,PF13307:Helicase C-terminal domain		SM00382:AAA,SM00491:HELICc2	ATP-binding,Complete proteome,Helicase,Hydrolase,Nucleotide-binding,Reference proteome,
8925823	helicase(HVO_RS11120)	Haloferax volcanii DS2	3.6.4.12			GO:0003676~nucleic acid binding,GO:0005524~ATP binding,GO:0008026~ATP-dependent helicase activity	IPR001650:Helicase, C-terminal,IPR002464:DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site,IPR011545:DNA/RNA helicase, DEAD/DEAH box type, N-terminal,IPR013701:DEAD/H associated,IPR014001:Helicase, superfamily 1/2, ATP-binding domain,IPR014014:RNA helicase, DEAD-box type, Q motif,IPR017170:Lhr-like ATP-dependent RNA helicase, predicted,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS11120	PF00270:DEAD/DEAH box helicase,PF00271:Helicase conserved C-terminal domain,PF08494:DEAD/H associated	PIRSF037307:Lhr-like ATP-dependent RNA helicase	SM00487:DEXDc,SM00490:HELICc	ATP-binding,Complete proteome,Helicase,Hydrolase,Nucleotide-binding,Reference proteome,
8924218	helicase(HVO_RS12385)	Haloferax volcanii DS2	3.6.4.12			GO:0003677~DNA binding,GO:0004386~helicase activity,GO:0005524~ATP binding	IPR001650:Helicase, C-terminal,IPR006935:Helicase/UvrB domain,IPR014001:Helicase, superfamily 1/2, ATP-binding domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS12385	PF04851:Type III restriction enzyme, res subunit		SM00487:DEXDc,SM00490:HELICc	ATP-binding,Complete proteome,Helicase,Hydrolase,Nucleotide-binding,Reference proteome,
8925280	helicase(HVO_RS18070)	Haloferax volcanii DS2	3.6.4.12			GO:0003676~nucleic acid binding,GO:0004386~helicase activity,GO:0005524~ATP binding	IPR001650:Helicase, C-terminal,IPR011545:DNA/RNA helicase, DEAD/DEAH box type, N-terminal,IPR013701:DEAD/H associated,IPR014001:Helicase, superfamily 1/2, ATP-binding domain,IPR017170:Lhr-like ATP-dependent RNA helicase, predicted,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS18070	PF00270:DEAD/DEAH box helicase,PF00271:Helicase conserved C-terminal domain,PF08494:DEAD/H associated	PIRSF037307:Lhr-like ATP-dependent RNA helicase	SM00487:DEXDc,SM00490:HELICc	ATP-binding,Complete proteome,Helicase,Hydrolase,Nucleotide-binding,Reference proteome,
8926900	helicase(HVO_RS19450)	Haloferax volcanii DS2				GO:0004386~helicase activity	IPR001650:Helicase, C-terminal,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS19450	PF00271:Helicase conserved C-terminal domain			ATP-binding,Complete proteome,Helicase,Hydrolase,Nucleotide-binding,Plasmid,Reference proteome,
8926806	helix-turn-helix domain-containing protein(HVO_RS15750)	Haloferax volcanii DS2					IPR007050:Transcription regulator HTH, bacterioopsin		HVO_RS15750	PF04967:HTH DNA binding domain			Complete proteome,Reference proteome,
8925291	heme A synthase(HVO_RS16420)	Haloferax volcanii DS2	1.3.-.-	GO:0006784~heme a biosynthetic process	GO:0016021~integral component of membrane	GO:0016627~oxidoreductase activity, acting on the CH-CH group of donors	IPR003780:Heme A synthase	hvo00190:Oxidative phosphorylation,hvo00860:Porphyrin and chlorophyll metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo02020:Two-component system	HVO_RS16420	PF02628:Cytochrome oxidase assembly protein			Complete proteome,Membrane,Oxidoreductase,Reference proteome,Transmembrane,Transmembrane helix,
8926527	heme ABC transporter ATP-binding protein(HVO_RS11450)	Haloferax volcanii DS2				GO:0005524~ATP binding,GO:0016887~ATPase activity	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS11450	PF00005:ABC transporter		SM00382:AAA	ATP-binding,Complete proteome,Nucleotide-binding,Reference proteome,
8925812	heme ABC transporter ATP-binding protein(HVO_RS14470)	Haloferax volcanii DS2				GO:0005524~ATP binding,GO:0016887~ATPase activity	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS14470	PF00005:ABC transporter		SM00382:AAA	ATP-binding,Complete proteome,Nucleotide-binding,Reference proteome,
8926032	heme biosynthesis protein HemY(HVO_RS17625)	Haloferax volcanii DS2		GO:0016226~iron-sulfur cluster assembly		GO:0005198~structural molecule activity,GO:0051536~iron-sulfur cluster binding	IPR000361:FeS cluster biogenesis,IPR016092:FeS cluster insertion protein,IPR017870:FeS cluster insertion, C-terminal, conserved site		HVO_RS17625	PF01521:Iron-sulphur cluster biosynthesis			Complete proteome,Reference proteome,
8924670	heme biosynthesis protein(HVO_RS15405)	Haloferax volcanii DS2			GO:0005622~intracellular	GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0043565~sequence-specific DNA binding	IPR019888:Transcription regulator AsnC-type		HVO_RS15405			SM00344:HTH_ASNC	Complete proteome,Reference proteome,
8923630	histidine ammonia-lyase(HVO_RS04345)	Haloferax volcanii DS2	4.3.1.3	GO:0019556~histidine catabolic process to glutamate and formamide,GO:0019557~histidine catabolic process to glutamate and formate	GO:0005737~cytoplasm	GO:0004397~histidine ammonia-lyase activity	IPR001106:Aromatic amino acid lyase,IPR005921:Histidine ammonia-lyase,IPR008948:L-Aspartase-like,IPR022313:Phenylalanine/histidine ammonia-lyases, active site,IPR024083:Fumarase/histidase, N-terminal	hvo00340:Histidine metabolism,hvo01100:Metabolic pathways	HVO_RS04345	PF00221:Aromatic amino acid lyase			Complete proteome,Cytoplasm,Histidine metabolism,Lyase,Plasmid,Reference proteome,
8919315	histidine kinase(HVO_RS00760)	Haloferax volcanii DS2							HVO_RS00760,
8919373	histidine kinase(HVO_RS01330)	Haloferax volcanii DS2			GO:0005622~intracellular,GO:0016021~integral component of membrane	GO:0000155~phosphorelay sensor kinase activity	IPR000014:PAS domain,IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR003661:Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain,IPR004358:Signal transduction histidine kinase-related protein, C-terminal,IPR005467:Signal transduction histidine kinase, core,IPR013656:PAS fold-4		HVO_RS01330	PF00512:His Kinase A (phospho-acceptor) domain,PF02518:Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase,PF08448:PAS fold		SM00387:HATPase_c,SM00388:HisKA	Complete proteome,Kinase,Membrane,Plasmid,Reference proteome,Transferase,Transmembrane,Transmembrane helix,
8923441	histidine kinase(HVO_RS02865)	Haloferax volcanii DS2					IPR000644:Cystathionine beta-synthase, core		HVO_RS02865	PF00571:CBS domain		SM00116:CBS	Complete proteome,Plasmid,Reference proteome,
8923675	histidine kinase(HVO_RS04495)	Haloferax volcanii DS2					IPR016954:Uncharacterised protein family, Vng0742h,IPR019278:DICT domain		HVO_RS04495	PF10069:Sensory domain found in DIguanylate Cyclases & Two-component systems	PIRSF030471:signal transduction protein, Vng0742h type		Complete proteome,Plasmid,Reference proteome,
8923688	histidine kinase(HVO_RS04665)	Haloferax volcanii DS2							HVO_RS04665,
8924148	histidine kinase(HVO_RS05695)	Haloferax volcanii DS2							HVO_RS05695,
8926822	histidine kinase(HVO_RS07440)	Haloferax volcanii DS2							HVO_RS07440,
8926454	histidine kinase(HVO_RS07745)	Haloferax volcanii DS2		GO:0006355~regulation of transcription, DNA-templated	GO:0005622~intracellular	GO:0000155~phosphorelay sensor kinase activity	IPR000014:PAS domain,IPR000700:PAS-associated, C-terminal,IPR001610:PAC motif,IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR005467:Signal transduction histidine kinase, core,IPR013655:PAS fold-3,IPR013656:PAS fold-4,IPR013767:PAS fold		HVO_RS07745	PF00989:PAS fold,PF02518:Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase,PF08447:PAS fold,PF08448:PAS fold,PF13426:PAS domain		SM00086:PAC,SM00091:PAS,SM00387:HATPase_c	Complete proteome,Kinase,Reference proteome,Transferase,
8924420	histidine kinase(HVO_RS10375)	Haloferax volcanii DS2				GO:0003677~DNA binding	IPR007159:AbrB-like domain,IPR026022:PhoU domain		HVO_RS10375	PF01895:PhoU domain,PF04014:Antidote-toxin recognition MazE		SM00966:SM00966	Complete proteome,Reference proteome,
8924259	histidine kinase(HVO_RS16130)	Haloferax volcanii DS2				GO:0003677~DNA binding	IPR007159:AbrB-like domain,IPR026022:PhoU domain		HVO_RS16130	PF01895:PhoU domain,PF04014:Antidote-toxin recognition MazE		SM00966:SM00966	Complete proteome,Reference proteome,
8924313	histidine kinase(HVO_RS18415)	Haloferax volcanii DS2					IPR003018:GAF domain,IPR007050:Transcription regulator HTH, bacterioopsin,IPR013656:PAS fold-4		HVO_RS18415	PF04967:HTH DNA binding domain,PF08448:PAS fold,PF13185:GAF domain			Complete proteome,Reference proteome,
8926596	histidine--tRNA ligase(HVO_RS13600)	Haloferax volcanii DS2	6.1.1.21	GO:0006427~histidyl-tRNA aminoacylation	GO:0005737~cytoplasm	GO:0004821~histidine-tRNA ligase activity,GO:0005524~ATP binding	IPR004154:Anticodon-binding,IPR004516:Histidine-tRNA ligase/ATP phosphoribosyltransferase regulatory subunit,IPR006195:Aminoacyl-tRNA synthetase, class II,IPR015807:Histidine-tRNA ligase	hvo00970:Aminoacyl-tRNA biosynthesis	HVO_RS13600	PF03129:Anticodon binding domain	PIRSF001549:histidyl-tRNA synthetase		Aminoacyl-tRNA synthetase,ATP-binding,Complete proteome,Cytoplasm,Ligase,Nucleotide-binding,Protein biosynthesis,Reference proteome,
8926067	histidinol dehydrogenase(HVO_RS17620)	Haloferax volcanii DS2	1.1.1.23	GO:0000105~histidine biosynthetic process		GO:0004399~histidinol dehydrogenase activity,GO:0008270~zinc ion binding,GO:0051287~NAD binding	IPR001692:Histidinol dehydrogenase, conserved site,IPR012131:Histidinol dehydrogenase,IPR016161:Aldehyde/histidinol dehydrogenase,IPR022695:Histidinol dehydrogenase, monofunctional	hvo00340:Histidine metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01230:Biosynthesis of amino acids	HVO_RS17620	PF00815:Histidinol dehydrogenase	PIRSF000099:histidinol dehydrogenase		Amino-acid biosynthesis,Complete proteome,Histidine biosynthesis,Metal-binding,NAD,Oxidoreductase,Reference proteome,Zinc,
